"note","candidate_name","response","q_id"
"Samkvæmt lögum má HÍ innheimta innritunargjöld en ekki skólagjöld - ég vil ekki sjá breytingu á því. Mér finnst þó eðlilegt að nemendur greiði innritunargjöld (eins og gert er í dag) en mjög mikilvægt er þó að halda þeim í lágmarki. Gjöldin eiga að tryggja að nemendur taki ábyrgð á því að skrá sig í skóla en um leið mega þau ekki vera það íþyngjandi að þau dragi úr jafnræði til náms. Ég myndi þó vilja skoða hvort það sé svigrúm til þess að veita lán fyrir þessum gjöldum - fyrir þá sem ráða ekki við þau en í dag veitir LÍN ekki lán vegna þeirra. ","Brynhildur S. Björnsdóttir","Frekar andvíg(ur)",17
"Mér finnst að skattkerfið þurfi að hafa innbyggðan hvata til að það borgi sig að mennta sig og skila sanngjörnu hlutfalli til sameiginlegs ríkissjóðs í formi skatta. Að því sögðu er hrifin af nýjum lögum í Bandaríkjunum sem oft eru kenndi við Obama og gera það að verkum að 2% efnuðustu Bandaríkjamanna borgi hærri skatta en millistéttin. Rökin fyrir þeim voru m.a. þau að skylda þá örfáu sem högnuðust á fjármálakreppunni til að skila til baka til samfélagsins sanngjörnum hluta. Hins vegar finnst mér erfitt að yfirfæra þetta á íslenskan veruleika - þar sem við búum sem betur ekki við þessa gríðarlegu misskiptingu sem er í USA, þó hún sé auðvitað talsverð. Ef grípa skyldi til slíkra aðgerða hér - þá myndi ég í öllu falli vilja hafa skattþrepið mun hærra en efsta þrepið er í dag. Ég vil ekki að það dragi úr enn frekari hvata til að afla hærri tekna.","Brynhildur S. Björnsdóttir","Hvorki né",18
"Mér finnst réttlætanlegt að skattleggja óvistvæna orkugjafa en umbuna aftur á móti fyrir notkun á vistvænni orkugjöfum. Af eldsneyti skapast neikvæð úthrif út í samfélagið - sem ég tel eðlilegt er að bæta fyrir með þessum hætti.","Brynhildur S. Björnsdóttir","Skattar eru hæfilegir",19
"Búið er að sýna fram á að tónlist og aðrar skapandi greinar hafa ótvíræð hagræn áhrif og skila miklu í ríkiskassann. Þó mest með óbeinum hætti í formi landkynningar. Eins eru jákvæð úthrif út í samfélagið mikil - auðga menningu, bætir og kætir. Velta skapandi greina hefur haldist nokkuð stöðug þrátt fyrir efnahagslega lægð í öðrum atvinnugreinum og ársverkum hefur fjölgað. Mikilvægt er að hafa í huga að tónlistarmennirnir sjálfir njóta ekki alls ágóðans sjálfir - heldur samfélagið í heild sinni og því ekkert að því að við gefum hluta af því til baka - í formi styrkja. Ágætt að hafa í huga að hér er um hálfan milljarð að ræða á meðan sauðfjárrækt er t.am. styrkt um 4,6 milljarða ár hvert.","Brynhildur S. Björnsdóttir","Mjög hlynnt(ur)",20
"Ég tel eðlilegt að ríkið noti ákveðinn hluta skattfés í að standa vörð um hagsmuni landsbyggðarinnar og sporna á móti fólksfækkun. Við megum ekki gleyma því að landsbyggðin skapar miklar óbeinar tekjur, t.a.m. í formi ferðamennsku og eðlilegt að bæta upp fyrir það framlag. Til þess að viðhalda okkar menningu og auðga hana þurfum við að efla byggðir og skapa aðstæður til þess að fjölbreytt atvinnulíf geti blómstrað víðar en í höfuðborginni. Ég vil þó endurskoða styrkjaumhverfið og styrkja fleira en landbúnað. Meira allskonar!","Brynhildur S. Björnsdóttir","Sammála",21
"","Brynhildur S. Björnsdóttir","Frekar hlynnt(ur)",22
"Ég tel mikilvægt að halda úti ríkisstyrktum fjölmiðli sem sinnir hlutverki sínu í þágu almennings án þess að stjórnast af markaðslögmálum einum saman. Þó vil ég draga úr samkeppni RÚV við einkarekna miðla á auglýsingamarkaði. ","Brynhildur S. Björnsdóttir","Frekar hlynnt(ur)",23
"Ég held að það myndi leiða af sér óábyrga hegðun og skapa mikinn glundroða á fasteignamarkaði. Vextir og lánakostnaður myndi hækka talsvert. Ráðast þarf mun frekar að rót skuldavandans - sem er óstöðugur gjaldmiðill með tilheyrandi verðbólgu.","Brynhildur S. Björnsdóttir","Frekar andvíg(ur)",24
"","Brynhildur S. Björnsdóttir","Mjög hlynnt(ur)",25
"Búið er að sýna fram á að menningarauðgandi greinar á borð við kvikmyndagerð, tónlist og aðrar skapandi greinar hafa ótvíræð hagræn áhrif og skila miklu í ríkiskassann. Þó mest með óbeinum hætti í formi landkynningar. Eins eru jákvæð úthrif út í samfélagið mikil. Velta skapandi greina hefur haldist nokkuð stöðug þrátt fyrir efnahagslega lægð í öðrum atvinnugreinum og ársverkum hefur fjölgað. Mikilvægt er að hafa í huga að listamennirnir sjálfir njóta ekki alls ágóðans sjálfir - heldur samfélagið í heild sinni og því ekkert að því að við gefum hluta af því til baka í formi styrkja.","Brynhildur S. Björnsdóttir","Mjög sammála",26
"Ég vil að við einbeitum okkur að því að skapa stöðugt efnahagsumhverfi sem gerir verðtryggingu algerlega óþarfa. Ég tel því markmiði best náð með því að skipta yfir í stöðugri gjaldmiðil og afnema um leið verðtryggingu. Þangað til því markmiði er náð tel ég heillavænlegast að boðið sé upp á val um verð- og óverðtryggð lán eins og gert er í dag. Við þurfum að horfast í augu við að með þeim sveiflum sem við höfum búið við um ár og aldir - er verðtrygging tæki sem skapað var til að sparnaður brynni ekki upp og lánveitendur hefðu einhverja tryggingu fyrir því að fá lán sem þeir veittu greidd til baka. Það lýsir því kannski best hversu óstöðug skilyrði við höfum búið við. Þannig að svar mitt í stuttu máli er eftirfarandi: Einbeitum okkur að því að ná stöðugleika með því að skipta um gjaldmiðil og stunda agaða hagstjórn - og afnemum verðtryggingu í kjölfarið!","Brynhildur S. Björnsdóttir","Hvorki né",27
"Til þess að geta metið umfang og getu til slíkra niðurfærslna þarf að eiga sér stað mun ígrundaðri greining á skuldavanda en verið hefur gerð. Það er fullkomlega réttlát krafa okkar sem búum í þessu samfélagi að ranglætið sem við urðum fyrir verði leiðrétt - en við þurfum samt að hafa framtíð annarra kynslóða að leiðarljósi en okkar einum saman. Ég styð leiðréttingar á skuldum einstaklinga sem valda ekki enn meiri skaða fyrir samfélagið í heild en við höfum nú þegar orðið fyrir - en að lokinni ígrundaðrar greiningu á vandanum. Ég get ekki svarað þessu af ábyrgð fyrr en ég hef séð niðurstöður slíkrar greiningar.","Brynhildur S. Björnsdóttir","Vil ekki svara",28
"","Brynhildur S. Björnsdóttir","Framfærslan er of lág",29
"","Brynhildur S. Björnsdóttir","Bætur eru of lágar",30
"Ég tel ákaflega mikilvægt að það sé innbyggður hvati í atvinnubótakerfinu að staldra þar stutt við og vera virkur í atvinnuleit. Það er heldur ekki til bóta að það borgi sig hreinlega að vera á bótum og er mjög skaðlegt fyrir atvinnulífið í heild sinni. Að því sögðu verða virkir atvinnuleitendur að geta séð sér farborða á meðan á atvinnuleysi stendur en þó ekki þannig að það sé ekki hvati til að hafa það betra með því að þiggja starf. Mér finnst mjög jákvæð þróun hafa orðið hjá Vinnumálastofnun undanfarin ár og styð enn frekari framþróun í þeim lausnum sem stofnunin hefur verið að bjóða fram sem lausn fyrir atvinnulífið og atvinnuleitendur.","Brynhildur S. Björnsdóttir","Bætur eru hæfilegar",31
"","Brynhildur S. Björnsdóttir","Alltof vægir",32
"","Brynhildur S. Björnsdóttir","Frekar andvíg(ur)",33
"","Brynhildur S. Björnsdóttir","Frekar andvíg(ur)",34
"","Brynhildur S. Björnsdóttir","Frekar andvíg(ur)",35
"Ég er fylgjandi aflamarkskerfi en það þarf að afmarka auðlindagjaldið betur og tryggja að auðlindir til lands og sjávar skili þjóðinni mun meira fé í sameiginlega sjóði - sem nýtist betur til þess að bæta almenn skilyrði fyrir heimili landsins.","Brynhildur S. Björnsdóttir","Frekar andvíg(ur)",36
"","Brynhildur S. Björnsdóttir","Mjög sammála",37
"","Brynhildur S. Björnsdóttir","Ósammála",38
"","Brynhildur S. Björnsdóttir","10 ára",39
"","Brynhildur S. Björnsdóttir","Frekar hlynnt(ur)",40
"Ég vil að tillaga stjórnlagaráðs sé lögð til grundvallar nýrrar stjórnarskrár en lagaðir séu þeir annmarkar sem hafa komið í ljós á lagaskýringum hennar. Hér þarf að vanda vel til verks - enda um stjórnarskrá að ræða. Ég tel mjög mikilvægt að næsta þing klári þetta mál með sóma og Íslendingar eignist nýja og frumsamda stjórnarskrá.","Brynhildur S. Björnsdóttir","Frekar hlynnt(ur)",41
"Þó ég sé frekar hlynnt persónukjöri held ég að vanda þurfi vel til verks svo þetta verði gerlegt.","Brynhildur S. Björnsdóttir","Frekar hlynnt(ur)",42
"","Brynhildur S. Björnsdóttir","Hlutlaus",43
"","Brynhildur S. Björnsdóttir","Mjög hlynnt(ur)",44
"Ég vil skýrari aðgreiningu á löggjafar- og framkvæmdavaldi.","Brynhildur S. Björnsdóttir","Frekar andvíg(ur)",45
"Ég vil tryggja að allir íbúar landsins hafi jafnan aðgang að heilbrigðiskerfinu í gegnum eitt sameiginlegt sjúkratryggingakerfi. Að því sögðu vil ég að heilbrigðiskerfið bjóði upp á fjölbreyttar leiðir með mismunandi aðferðafræði og aðkomu allra heilbrigðisstétta. ","Brynhildur S. Björnsdóttir","Ósammála",46
"","Brynhildur S. Björnsdóttir","Mjög mikilvægt",47
"","Brynhildur S. Björnsdóttir","Mjög hlynnt(ur)",48
"Ég er hlynnt fjölbreyttu rekstrarkerfi í heilbrigðiskerfinu eins og annarsstaðar. Ég tel það geta aukið skilvirkni og lágmarka sóun að einkaaðilum sé frjálst að reka heilbrigðisstofnanir.","Brynhildur S. Björnsdóttir","Frekar hlynnt(ur)",49
"Því miður ríkir ekki jafnrétti hér enn. T.a.m. vantar enn um 200 konur í stjórnir stærri fyrirtækja og lífeyrissjóði - til að hægt sé að uppfylla lög um 40/60 kynjaskiptingu sem taka gildi nk. haust. ","Brynhildur S. Björnsdóttir","Ósammála",50
"Ég er hlynnt staðgöngumæðrun en vil skýran lagaramma í kringum það ferli.","Brynhildur S. Björnsdóttir","Frekar hlynnt(ur)",51
"Auðvitað vildi ég óska þess að ekki væri markaður fyrir vændi og því get ég ekki með neinu móti sagt að ég sé ""hlynnt"" því að heimilt sé að selja vændi á Íslandi. Af tvennu illu er ég þó sáttari við að bannað sé að kaupa vændi en að selja það (eins og lögin eru í dag) - þar sem ég tel það geta aukið enn fremur á eymd seljandans að um lögbrot sé að ræða. ","Brynhildur S. Björnsdóttir","Vil ekki svara",52
"Ég tel eðlilegt að ákveðinn hluti skattfés sé varið í þróunaraðstoð en tel það ekki eiga að útiloka söfnunarfé. ","Brynhildur S. Björnsdóttir","Hvorki né",53
"Til þess að svara þessari spurningu þarf ég að skoða betur kostnaðarþætti þess að flytja flugvöllinn og afstöðu landsbyggðarinnar. Ég tel allavega útilokað að flytja eigi innanlandsflug alla leið til Keflavíkur. Ég hallast annað hvort að því að halda flugvellinum í Vatnsmýrinni eða byggja nýjan flugvöll í nágrenni Reykjavíkur. ","Brynhildur S. Björnsdóttir","Annað",54
"Ég tel notendagjöld/vegtollar í samgöngum með sanngjarnari skattlagningu - þannig að notendur þess greiði kostnaðinn að hluta til sjálfir. Rétt eins og gert hefur verið í Hvalfjarðargöngunum. Eins þykir flestum eðlilegt að greiða flugvallarskatta þegar við ferðumst með flugi. Því ekki þegar við ferðumst um vegi?","Brynhildur S. Björnsdóttir","Frekar hlynnt(ur)",55
"Ég tel þó eðlilegt að vegtollar verði lagðir á notendur ganganna - rétt eins og í Hvalfjarðargöngum.","Brynhildur S. Björnsdóttir","Mikilvægt",56
"Erfið spurning. Ef hægt er að komast hjá því - þá vil ég það að sjálfsögðu. En er það raunhæft? Þyrfti þá að gera tilraunir á mannfólki í staðinn? Ég vil allavega að velferð dýra sem notuð eru í tilrauna- eða vísindaskyni séu séu ávallt tryggð skt. regulgerð um dýratilraunir nr.279/2002.","Brynhildur S. Björnsdóttir","Vil ekki svara",57
"Hér þarf að ríkja jafnvægi og stöðugleiki. Verðbólgan er okkar versti óvinur en ég tel það fullreynt að við munum ekki ná stöðugleika í þeim efnum fyrr en við fáum stöðugri gjaldmiðil. Ég tel fáránlegt að stilla þessum valkostum svona upp á móti hvorum öðrum. Auðvitað er það verkefni stjórnvalda að lágmarka verðbólgu og efla atvinnulífið.","Brynhildur S. Björnsdóttir","Vil ekki svara",58
"Spurningin er einfeldnisleg og erfitt að svara henni svona svart/hvítt. Ég aðhyllist þó frekar frjáls markaðsviðskipti en ekki...en þó með ákveðnum leiðréttingum á markaðsbrestum - enda ekkert til sem heitir fullkominn markaður.","Brynhildur S. Björnsdóttir","Sammála",59
"Einfeldnisleg spurning. Geta listamenn ekki verið framleiðendur og rithöfundar kaupsýslumenn? ","Brynhildur S. Björnsdóttir","Ósammála",60
"Kjánaleg spurning...er auðvitað stolt af föðurlandinu þó ég sé ekki þjóðernissinni. ","Brynhildur S. Björnsdóttir","Ósammála",61
"","Brynhildur S. Björnsdóttir","Ósammála",62
"","Brynhildur S. Björnsdóttir","Mjög ósammála",63
"","Brynhildur S. Björnsdóttir","Frekar andvíg(ur)",64
"Ég tel það vera hluta af því að skilja eigið samfélag og annarra að læra trúabragðarfræði - en þá vil ég líka að þess sé gætt að ólík trúarbrögð séu kennd. Ekki bara kristni.","Brynhildur S. Björnsdóttir","Sammála",65
"Hvað er átt við með bænahaldi? Jól og páskar eru löngu orðin stór hluti af okkar menningarsögu og því tel ég það eðlilegur hluti af skólahaldi að leyfa börnunum að gleðjast og undirbúa komu þessar hátíða. Bænahald er önnur saga og tel ég börnin alveg geta verið án þess á skólatíma.","Brynhildur S. Björnsdóttir","Hvorki né",66
"","Sigrún Gunnarsdóttir","Mjög ósammála",1
"","Sigrún Gunnarsdóttir","Mjög andvíg(ur)",2
"","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",3
"","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",4
"","Sigrún Gunnarsdóttir","Ísland á að halda áfram aðildarviðræðum og taka afstöðu til þess samnings sem býðst",5
"","Sigrún Gunnarsdóttir","Hagsmunum Íslands er best borgið í ESB",6
"","Sigrún Gunnarsdóttir","Evru með ESB-aðild",7
"","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",8
"Mikilvægt er að móta langtímastefnu og undirbúa samfélagið fyrir verkefnið.","Sigrún Gunnarsdóttir","Sammála",9
"","Sigrún Gunnarsdóttir","Mjög ósammála",10
"Mikilvægt er að móta langtímastefnu og undirbúa samfélagið fyrir verkefnið.","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",11
"","Sigrún Gunnarsdóttir","Hlutlaus",12
"","Sigrún Gunnarsdóttir","Hlutlaus",13
"","Sigrún Gunnarsdóttir","Mjög ósammála",14
"Styrkja þarf fjölbreytilegt atvinnulíf á landsbyggðinni.","Sigrún Gunnarsdóttir","Styrkirnir eru of háir",15
"Stuðla ber að lækkun skatta til langs tíma.","Sigrún Gunnarsdóttir","Skattbyrðin er of há",16
"Skólagjöld/innritunargjöld geta hækkað hóflega án vandræða fyrir flesta nemendur. 60 þús er í raun ekki há upphæð. Auka þarf möguleika á að sækja um styrki fyrir þá sem þurfa og greiðsludreifingu. Bjóða má árangurstengda skólastyrki.","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",17
"","Sigrún Gunnarsdóttir","Mjög ósammála",18
"Einfalda þarf skattkerfið.","Sigrún Gunnarsdóttir","Skattar eru hæfilegir",19
"","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",20
"","Sigrún Gunnarsdóttir","Sammála",21
"","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",22
"Óþarfi að reka tvær útvarpsrásir. Hlutverkið þarf að vera skýrt. Öryggi, fréttir menning.Stöðvar á markaði annast aðra þætti. Auglýsingatekjur ríkisrása ættu að vera innan ákv. ramma. Hagræða þarf verulega í rekstri RÚV.","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",23
"","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",24
"","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",25
"","Sigrún Gunnarsdóttir","Mjög sammála",26
"","Sigrún Gunnarsdóttir","None",27
"","Sigrún Gunnarsdóttir","None",28
"","Sigrún Gunnarsdóttir","Framfærslan er of lág",29
"","Sigrún Gunnarsdóttir","Bætur eru of lágar",30
"Gæta þarf að hvötum í kerfinu þannig að ávinningur af launaðri vinnu sé augljós. Bætur eru síðasti valkostur. ","Sigrún Gunnarsdóttir","Bætur eru hæfilegar",31
"","Sigrún Gunnarsdóttir","Of vægir",32
"","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",33
"","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",34
"","Sigrún Gunnarsdóttir","Mjög andvíg(ur)",35
"","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",36
"","Sigrún Gunnarsdóttir","Sammála",37
"","Sigrún Gunnarsdóttir","Ósammála",38
"","Sigrún Gunnarsdóttir","20 ára",39
"Hugað verði að leyfisgjaldi fyrir strandveiða og umfang veiða takmarkað.","Sigrún Gunnarsdóttir","Mjög hlynnt(ur)",40
"Tillaga stjórnlagaráðs lögð til grundvallar nýrri stjórnarská.","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",41
"","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",42
"","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",43
"","Sigrún Gunnarsdóttir","Mjög hlynnt(ur)",44
"","Sigrún Gunnarsdóttir","Hlutlaus",45
"Hér má skoða möguleg kaup á viðbótarþjónustu, að því gefnu að allir landsmenn hafi aðgang að lágmarksþjónustu sem þarf að vera góð.","Sigrún Gunnarsdóttir","Hvorki né",46
"","Sigrún Gunnarsdóttir","Mjög mikilvægt",47
"","Sigrún Gunnarsdóttir","Mjög hlynnt(ur)",48
"Rekstur einkaaðila getur verið hagkvæmur fyrir alla aðila. í hagnaðarskyni hljómar eins og hagurinn sé allur hjá rekstraraðilanum. Einkarekinn þjónusta getur komið hagkvæmt út fyrir ríki, einstaklinga og rekstraraðila. Dæmin hér sýna að svo getur verið, t.d Heilsugæslan í Salarhverfi.","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",49
"","Sigrún Gunnarsdóttir","Mjög sammála",50
"Fara verður að ráðum Siðfræðistofnunar HÍ.","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",51
"","Sigrún Gunnarsdóttir","Frekar andvíg(ur)",52
"","Sigrún Gunnarsdóttir","Sammála",53
"Enn um sinn. Huga að flutningi síðar.","Sigrún Gunnarsdóttir","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Sigrún Gunnarsdóttir","Frekar hlynnt(ur)",55
"","Sigrún Gunnarsdóttir","Mikilvægt",56
"","Sigrún Gunnarsdóttir","Sammála",57
"Efla fjölbreytt atvinnulíf og auka stöðugleika í efnahagsmálum.","Sigrún Gunnarsdóttir","Veit ekki",58
"","Sigrún Gunnarsdóttir","Vil ekki svara",59
"","Sigrún Gunnarsdóttir","Mjög ósammála",60
"","Sigrún Gunnarsdóttir","Vil ekki svara",61
"","Sigrún Gunnarsdóttir","Vil ekki svara",62
"","Sigrún Gunnarsdóttir","Mjög ósammála",63
"","Sigrún Gunnarsdóttir","Mjög hlynnt(ur)",64
"","Sigrún Gunnarsdóttir","Mjög sammála",65
"","Sigrún Gunnarsdóttir","Ósammála",66
"","Tryggvi Haraldsson","Mjög ósammála",1
"Mér finnst mjög slæmt að hætta við þær framkvæmdir sem hafnar eru en staðreyndin er að sú að þarna er fyrirhugað að eyða mjög mikilli orku á einn stað og við það set ég spurningar.","Tryggvi Haraldsson","Hlutlaus",2
"","Tryggvi Haraldsson","Frekar hlynnt(ur)",3
"","Tryggvi Haraldsson","Mjög andvíg(ur)",4
"","Tryggvi Haraldsson","Ísland á að halda áfram aðildarviðræðum og taka afstöðu til þess samnings sem býðst",5
"","Tryggvi Haraldsson","Hagsmunum Íslands er best borgið í ESB",6
"","Tryggvi Haraldsson","Evru með ESB-aðild",7
"","Tryggvi Haraldsson","Frekar hlynnt(ur)",8
"Mikilvægt er að landið skapi sér langtímastefnu í málefnum flóttamanna.","Tryggvi Haraldsson","Sammála",9
"","Tryggvi Haraldsson","Mjög ósammála",10
"","Tryggvi Haraldsson","Frekar hlynnt(ur)",11
"Útlendingum á að vera í lófa lagt að kaupa jarðir en hér á landi þarf að setja skýra lagaumgjörð um nýtingu og eignarrétt auðlinda til lands og sjávar.","Tryggvi Haraldsson","Frekar hlynnt(ur)",12
"Greiðari aðgang að íslenskunámi fyrir erlenda borgara sem stefna á íslenskt ríkisfang en ekki kröfur um íslenskukunnáttu sem slíka. Hana getur fólk tileinkað sér á mislöngum tíma allt eftir hverjum og einum.","Tryggvi Haraldsson","Frekar andvíg(ur)",13
"","Tryggvi Haraldsson","Mjög ósammála",14
"Þessir styrkir stuðla að beinlínis að óhagræði og sóun á fjármunum þótt sauðfjárrækt sé góð og gild atvinnugrein sem nauðsynlegt sé að styðja á annan hátt en með beinum niðurgreiðslum. Endurskoðun á þessu kerfi er nauðsynleg fyrir alla aðila.","Tryggvi Haraldsson","Styrkirnir eru of háir",15
"Persónulega myndi ég vilja sjá tekjumörkin ofar þ.e. að fyrsta þrep næði frá 0-500, annað þrep frá 500-1000 o.sfrv. Fólk sem tilheyrir meðaltekjuhópi byrjar of fljótt að greiða hærri skatta en sanngjarnt væri.","Tryggvi Haraldsson","Skattbyrðin er of há",16
"","Tryggvi Haraldsson","Frekar andvíg(ur)",17
"","Tryggvi Haraldsson","Ósammála",18
"Eldsneyti á að vera hátt skattlagt miðað við aðrar vörur. Eldsneyti stuðlar að mengun í andrúmslofti og því er þessi skattur réttlætanlegur og á að stuðla að því að fólk velji umhverfisvænni fararskjóta.","Tryggvi Haraldsson","Skattar eru hæfilegir",19
"","Tryggvi Haraldsson","Mjög hlynnt(ur)",20
"Ég er hins vegar þeirrar skoðunar að skoða megi hvort nýta megi fjármunina betur í þessum málaflokki eins og svo mörgum öðrum.","Tryggvi Haraldsson","Sammála",21
"","Tryggvi Haraldsson","Frekar hlynnt(ur)",22
"","Tryggvi Haraldsson","Mjög hlynnt(ur)",23
"","Tryggvi Haraldsson","Hlutlaus",24
"","Tryggvi Haraldsson","Frekar hlynnt(ur)",25
"Sammála hér undir þeim formerkjum að ávallt verði að leita jafnvægis milli sóunar annars vegar og nauðsyn fjölbreytileikans í samfélaginu. Oft er réttlætanlegt að styðja hluti fjárhagslega til þess að viðhalda fjölbreytileika í menningunni.","Tryggvi Haraldsson","Sammála",26
"Hvað þýðir það að afnema verðtryggingu ? Þýðir það að öllum verði þröngvað til óverðtryggðra lána þannig að vextir geti tekið stökkbreytingum og afborganir stórhækkað ? Þá er í það minnsta betra að hafa valið um verðtryggingu eða óverðtryggingu. Ég get ekki stutt slíkt en vil skoða allar góðar tillögur sem miða að því að koma hér á fót réttlátu lánaumhverfi á borð við það sem við sjáum í nágrannalöndunum. Með upptöku evru þyrftum við auðvitað ekki að hafa áhyggjur af verðtryggingu. Við búum í ranglátu lánaumhverfi með örgjaldmiðil sem gæti verið ónýtur á morgun...hvað viljum við gera í því ?","Tryggvi Haraldsson","Hvorki né",27
"Hér þarf að greina vandan, hjálpa þeim verst settu sem hafa lent í mesta ranglætinu og búa þannig um hnútana að vera ekki að ræða svona hugmyndir á 6-8 ára fresti. Lánaumhverfi með verðtryggða íslenska krónu er ekki hægt.","Tryggvi Haraldsson","Ósammála",28
"","Tryggvi Haraldsson","Framfærslan er of lág",29
"","Tryggvi Haraldsson","Bætur eru of lágar",30
"Mín skoðun er sú að atvinnuleysisbætur séu hæfilegar en of nálægt lágmarkslaunum. Lágmarkslaun verða að hækka til þess að mynda hvata fyrir fólk að vinna. Þessu tengt er einnig mikilvægt að byggja upp hvatakerfi fyrir fólk sem verið hefur lengi atvinnulaust þannig að bæturnar séu bundnar virkni. Þetta er gríðarlega mikilvægt mál.","Tryggvi Haraldsson","Bætur eru hæfilegar",31
"","Tryggvi Haraldsson","Of vægir",32
"","Tryggvi Haraldsson","Frekar andvíg(ur)",33
"","Tryggvi Haraldsson","Frekar andvíg(ur)",34
"","Tryggvi Haraldsson","Frekar andvíg(ur)",35
"Það er mikil ósátt um nýtingu þessarar auðlindar og við verðum að skapa meiri sátt um þessa grunnstoð samfélagsins. Í prinsipinu er ég fylgjandi kvótakerfi en hef áhyggjur af mörgum þáttum á borð við það hve erfitt það er fyrir nýja aðila að koma inn í atvinnugreinina. Lögum núgildandi kerfi en kollvörpum ekki.","Tryggvi Haraldsson","Frekar andvíg(ur)",36
"","Tryggvi Haraldsson","Sammála",37
"Við höfum fjöldamörg dæmi um rekstur fyrirtækja þar sem ekki er hægt að ganga að hlutum vísum langt inn í framtíðina. Ferðaþjónustan er þar kannski skýrasta dæmið og því er ég ósammála þessari fullyrðingu. Þótt ég sé hlynntur meiri stöðugleika þá er ég ekki hlynntur nýtingarrétti á auðlindum langt inn í framtíðina.","Tryggvi Haraldsson","Ósammála",38
"","Tryggvi Haraldsson","Vil ekki svara",39
"","Tryggvi Haraldsson","Mjög hlynnt(ur)",40
"Á kjörseðlinum stóð að tillögur stjórnlagaráðs skyldu lagðar til grundvallar nýrri stjórnarskrá (ekki að þær væru bindandi). Við það stendur. Ég hefði hins vegar verið fylgjandi því að gera vinnu stjórnlagaráðs bindandi og þá hefði ég viljað sjá þær athugasemdir sem komnar eru fram á frumvarpið koma fram til stjórnlagaráðs svo þau hefðu getað unnið úr þeim athugasemdum en ekki stjórnmálamenn í tímaþröng rétt fyrir kosningar.","Tryggvi Haraldsson","Frekar andvíg(ur)",41
"Ég er hlynntur persónukjöri á þeim nótum sem kveðið er á um í tillögum stjórnlagaráðs.","Tryggvi Haraldsson","Frekar hlynnt(ur)",42
"","Tryggvi Haraldsson","Mjög hlynnt(ur)",43
"","Tryggvi Haraldsson","Mjög hlynnt(ur)",44
"Ég er hlynntur 89. gr í tillögum stjórnlagaráðs þess efnis að ráðherrar mæli fyrir frumvörpum og tillögum frá ríkisstjórn, svari fyrirspurnum og taki þátt í umræðum á Alþingi. Ég er hlynntur því að ráðherrar hafi ekki atkvæðisrétt á Alþingi.","Tryggvi Haraldsson","Frekar andvíg(ur)",45
"Allir eiga að hafa aðgang að jafn góðri heilbrigðisþjónustu hvernig sem þeir standa fjárhagslega.","Tryggvi Haraldsson","Ósammála",46
"","Tryggvi Haraldsson","Mikilvægt",47
"","Tryggvi Haraldsson","Frekar hlynnt(ur)",48
"","Tryggvi Haraldsson","Hlutlaus",49
"Við búum í góðu samfélagi þar sem kynin hafa sömu tækifæri en nokkuð vantar upp á að staða þeirra sé jöfn ennþá. Við verðum að halda áfram jafnréttisumræðunni og hún verður að byrja í grunnskóla.","Tryggvi Haraldsson","Hvorki né",50
"Ég er hlynntur staðgöngumæðrun sem aðferð fyrir þá foreldra sem ekki getað eignast börn. Ég tel hins vegar að vanda verði til verka með tilliti til reynslunnar frá öðrum löndum. Ég hef trú á að það sé lítið mál.","Tryggvi Haraldsson","Frekar hlynnt(ur)",51
"Ég er að sjálfsögðu andvígur vændi en þyrfti að skoða málaflokkinn betur til að geta tekið afstöðu til þess hvort rétt sé að heimila söluna sem slíka eins og nú er gert. Kaup eiga áfram að vera bönnuð.","Tryggvi Haraldsson","Hlutlaus",52
"Í tilfelli þróunaraðstoðar og hjálparstarfs finnst mér að Íslendingar eigi ávallt að bera sig saman við þjóðirnar í kringum sig og ákvarða aðferðir við fjármögnun og upphæðir í réttum hlutföllum við það. Ef við viljum bera okkur saman við þær þá getum við ekki verið eftirbátar þeirra í þróunaraðstoð og hjálparstarfi.","Tryggvi Haraldsson","Hvorki né",53
"Margir tala eins og allir Íslendingar verði að hafa skoðun á þessu. Mér finnst ekki eðlilegt að svo sé. Ég sveiflast í afstöðu minni til þessa en er þó mest á móti tillögu um að innlandsflug til Reykjavíkur fari um Keflavík.","Tryggvi Haraldsson","Veit ekki",54
